id,Disbursement Date,Loan Status,Written Off Or Repaid Date ,Loan Amount,Outstanding Balance,Outstanding Principal,Interest Rate,Loan Term (Months),Date of Birth,Gender,Province,Residential Status,Stated Income on application,"Qualified / Verified
Income",Aptitude for change Score,Financial Literacy Score,Self Assessments,Quiz Count,Mood Count,Inspiration Count,Total Activies ,Average total activities per month,Average activities per day,average_wellness_score,average_FICO,average_credit_utilisation
13580,2023-08-04,Active,,12100.0,18410.59,10937.7,0.2799,52,1981-06-03,FEMALE,BC,RENTER,39240,40000,2.83,4.0,11.0,96.0,7.0,3.0,117.0,9.4865,0.3162,48.81818181818182,665.1818181818181,0.9384965034965035
13616,2023-08-04,Active,,9000.0,13376.27,8059.59,0.2799,60,1992-10-14,MALE,BC,RENTER,42640,42700,,,,,,,,,,,634.0833333333334,0.7964027777777778
13642,2023-08-10,Written off,2024-01-08 11:18:44.163,18512.47,32696.58,17963.92,0.2899,56,1987-07-29,FEMALE,NS,LIVE WITH FAMILY,71744,63000,3.67,4.0,5.0,42.0,12.0,1.0,60.0,4.9451,0.1648,29.2,601.0,0.8348817204301076
13665,2023-08-16,Written off,2024-06-16 21:47:47.083,24253.0,40907.14,22883.61,0.2999,53,1990-05-17,MALE,ON,RENTER,122000,122000,3.5,3.0,3.0,15.0,2.0,1.0,21.0,1.7598,0.0587,42.0,627.6,0.8983892080977485
13684,2023-08-22,Active,,19500.0,29422.96,17443.47,0.2899,60,1967-10-23,MALE,NS,RENTER,62500,45500,4.67,3.0,6.0,96.0,9.0,3.0,114.0,9.7159,0.3239,48.714285714285715,615.75,0.4160135744991688
13710,2023-08-18,Active,,11700.0,10175.98,6232.2,0.2699,60,1983-05-24,MALE,ON,RENTER,100000,96000,3.67,3.0,12.0,95.0,13.0,8.0,128.0,10.7865,0.3596,56.53846153846154,694.5833333333334,0.7542539682539683
13917,2023-09-18,Written off,2024-07-01 22:36:57.037,8250.0,13604.39,7736.93,0.2799,60,1996-08-21,MALE,ON,RENTER,45600,45000,5.0,1.0,8.0,59.0,19.0,4.0,90.0,8.3077,0.2769,48.875,620.6666666666666,0.7861065048725367
13973,2023-08-29,Written off,2024-08-07 14:48:22.187,15800.0,24764.53,14305.95,0.2999,60,1975-10-30,FEMALE,MB,RENTER,63000,59600,3.67,4.0,11.0,96.0,5.0,2.0,114.0,9.913,0.3304,44.166666666666664,608.8333333333334,0.9287111111111112
14020,2023-08-29,Repaid,2023-09-09 11:20:29.467,5000.0,0.0,0.0,0.2999,36,1975-10-20,MALE,ON,RENTER,100000,62000,4.33,3.0,1.0,13.0,0.0,0.0,14.0,1.2174,0.0406,50.5,632.75,0.4377335714937316
14038,2023-08-30,Active,,7700.0,11533.1,7124.19,0.2499,52,1993-04-26,FEMALE,ON,RENTER,37880,37200,0.0,3.0,12.0,97.0,2.0,0.0,111.0,9.6802,0.3227,31.307692307692307,659.1666666666666,0.31734267868883254
14063,2023-08-30,Active,,16700.0,25857.41,15015.45,0.2999,60,1962-09-23,FEMALE,ON,RENTER,49647,49900,3.17,5.0,12.0,97.0,18.0,10.0,137.0,11.9477,0.3983,34.76923076923077,677.25,0.570914567910599
14115,2023-09-14,Active,,20000.0,32373.47,18366.79,0.2999,60,1974-05-16,FEMALE,SK,RENTER,90000,90000,2.83,4.0,11.0,92.0,0.0,0.0,103.0,9.3921,0.3131,53.4,617.7,0.7648666666666666
14127,2023-09-28,Active,,9700.0,10015.58,6158.98,0.2599,60,1992-12-25,MALE,AB,RENTER,50000,39500,0.0,2.0,2.0,2.0,0.0,0.0,4.0,0.381,0.0127,50.0,653.7,0.38502833333333336
14214,2023-09-15,Active,,16000.0,23716.17,14401.78,0.2699,60,1975-07-23,MALE,ON,RENTER,69888,69900,2.83,5.0,11.0,86.0,3.0,1.0,101.0,9.2378,0.3079,50.5,679.9,0.9659690865093769
14241,2023-09-12,Active,,9500.0,11594.29,6577.96,0.2999,60,1979-04-09,MALE,ON,RENTER,75000,75000,3.83,3.0,11.0,86.0,2.0,0.0,99.0,8.9728,0.2991,40.333333333333336,697.0,0.13025738124575653
14251,2023-09-14,Active,,3224.55,4919.69,2814.19,0.2999,60,1985-12-26,MALE,ON,RENTER,130000,130000,5.0,2.0,0.0,7.0,1.0,1.0,9.0,0.8207,0.0274,41.0,625.5,0.3437724137931034
14256,2023-09-27,Active,,20500.0,31617.0,18550.43,0.2799,60,1986-04-12,MALE,ON,RENTER,82806,73600,2.67,3.0,7.0,7.0,0.0,0.0,14.0,1.3291,0.0443,38.42857142857143,669.0,0.7784791671540531
14316,2023-09-26,Written off,2024-03-09 22:40:29.257,9200.0,16404.4,8871.52,0.2999,60,2002-04-21,MALE,MB,RENTER,68615,68600,4.0,5.0,3.0,21.0,1.0,1.0,26.0,2.4606,0.082,53.5,585.0,1.3629333333333333
14327,2023-10-11,Active,,12200.0,19484.1,11159.68,0.2999,60,1984-01-23,FEMALE,ON,RENTER,60000,63300,3.17,2.0,,,,,,,,58.0,670.375,0.239625
14380,2023-09-25,Active,,20000.0,1954.79,1127.94,0.2899,60,1976-07-12,FEMALE,AB,RENTER,101000,101000,4.17,4.0,3.0,2.0,0.0,0.0,5.0,0.4717,0.0157,45.0,616.4,0.8655632943413835
14421,2023-10-03,Active,,11000.0,17479.05,10083.95,0.2899,60,1997-06-12,MALE,BC,RENTER,157250,157250,,,,,,,,,,,598.2222222222222,0.8024616142753397
14427,2023-09-28,Active,,20000.0,32136.79,18232.57,0.2999,60,1988-01-14,MALE,ON,RENTER,56687,41600,4.83,0.0,11.0,86.0,1.0,2.0,100.0,9.5238,0.3175,43.5,612.3,0.7211428571428572
14496,2023-10-06,Active,,20000.0,33846.15,19014.23,0.2999,55,1983-02-20,MALE,NB,RENTER,85000,78000,3.0,4.0,10.0,76.0,0.0,0.0,86.0,8.4039,0.2801,41.8,610.1111111111111,0.6190517600278606
14497,2023-10-13,Written off,2024-03-09 22:44:02.077,10320.0,18351.01,9927.16,0.2999,60,1996-05-11,FEMALE,NS,RENTER,89440,83000,4.67,3.0,2.0,17.0,3.0,2.0,24.0,2.4,0.08,32.0,598.0,0.9312000000000001
14506,2023-10-04,Active,,20200.0,31662.98,18487.27,0.2799,60,1975-03-21,MALE,MB,HOME OWNER,85000,79600,4.5,5.0,0.0,1.0,1.0,1.0,3.0,0.2913,0.0097,,640.1111111111111,0.2206594982078853
14654,2023-10-23,Active,,18400.0,25176.33,16224.72,0.2999,48,1991-03-09,MALE,ON,LIVE WITH FAMILY,56082,51000,1.0,2.0,9.0,78.0,6.0,5.0,98.0,10.1379,0.3379,46.6,614.1,0.5865320728291317
14670,2023-10-18,Active,,20000.0,29521.28,18210.78,0.2499,60,1976-11-22,MALE,ON,RENTER,85000,85000,3.33,5.0,9.0,78.0,11.0,2.0,100.0,10.1695,0.339,51.8,636.1,0.8620130708543373
14733,2023-10-23,Active,,14000.0,20336.42,12668.79,0.2499,60,1967-03-17,MALE,ON,RENTER,72000,71000,4.17,1.0,0.0,1.0,0.0,0.0,1.0,0.1034,0.0034,43.0,574.6,0.7216633208047826
14747,2023-10-30,Active,,21200.0,31103.34,19299.66,0.2499,60,1967-08-19,MALE,ON,RENTER,89905,89000,,,,,,,,,,,666.875,0.9853623595505618
14757,2023-10-30,Active,2024-07-25 01:02:53.067,9800.0,3302.46,2035.05,0.2499,60,1993-01-11,FEMALE,BC,RENTER,51000,50800,4.0,3.0,6.0,37.0,5.0,2.0,50.0,5.3004,0.1767,46.666666666666664,634.375,0.3862638888888889
14800,2023-11-01,Active,,9500.0,14114.17,8723.34,0.2499,60,1975-12-21,MALE,MB,RENTER,49240,34900,3.67,3.0,9.0,68.0,22.0,9.0,108.0,11.5302,0.3843,44.77777777777778,788.0,0.15930557440466753
14818,2023-11-06,Active,,20000.0,29615.3,18303.09,0.2499,60,1975-10-02,MALE,NS,HOME OWNER,80000,142200,4.33,2.0,8.0,26.0,6.0,3.0,43.0,4.6739,0.1558,58.25,596.3333333333334,0.9566969354251873
14841,2023-11-02,Active,,9100.0,11870.74,8153.65,0.2499,40,2002-04-20,FEMALE,NB,RENTER,64000,61000,3.83,2.0,9.0,69.0,4.0,4.0,86.0,9.2143,0.3071,36.888888888888886,549.25,0.9379428571428572
14847,2023-11-03,Active,,24300.0,36056.08,22283.67,0.2499,60,1990-02-14,FEMALE,ON,RENTER,72000,72000,4.33,3.0,9.0,69.0,56.0,15.0,149.0,16.0215,0.5341,53.666666666666664,621.125,0.9499219605695509
14897,2023-11-13,Active,,20000.0,31216.77,18323.39,0.2799,60,1978-01-14,FEMALE,ON,RENTER,86000,89000,2.83,4.0,9.0,63.0,11.0,6.0,89.0,9.9257,0.3309,49.2,526.5555555555555,0.0
14910,2023-11-20,Active,,20000.0,33118.84,18571.25,0.2999,60,1977-06-26,FEMALE,ON,RENTER,86200,95000,3.5,4.0,9.0,69.0,4.0,0.0,82.0,9.3893,0.313,45.1,642.4444444444445,0.686778677861009
14913,2023-11-20,Active,,17720.0,29308.28,16557.39,0.2999,60,1984-03-06,FEMALE,SK,HOME OWNER,65900,65900,4.0,3.0,9.0,64.0,4.0,2.0,79.0,9.0458,0.3015,50.9,639.4444444444445,0.7675224926213983
14943,2023-11-24,Active,,13900.0,20799.76,12804.02,0.2499,60,1976-04-12,MALE,ON,RENTER,48500,44000,4.67,3.0,1.0,1.0,0.0,0.0,2.0,0.2326,0.0078,72.0,588.7777777777778,0.693038044895759
15105,2023-11-24,Active,,15500.0,23669.69,14318.48,0.2599,60,1999-03-21,MALE,ON,LIVE WITH FAMILY,60000,53800,4.5,2.0,2.0,1.0,0.0,0.0,3.0,0.3488,0.0116,53.0,623.6666666666666,0.5411703703703704
15113,2023-11-27,Active,,6100.0,6927.77,5056.42,0.2899,36,1986-07-07,MALE,BC,LIVE WITH FAMILY,64000,63000,4.33,4.0,9.0,63.0,3.0,1.0,76.0,8.9412,0.298,55.2,636.6666666666666,0.9253114250299801
15138,2023-11-27,Active,,12725.0,20585.78,11629.68,0.2999,60,1969-10-07,MALE,ON,RENTER,58240,58300,4.5,5.0,7.0,1.0,0.0,0.0,8.0,0.9449,0.0315,74.125,631.4444444444445,0.3860688832772166
15143,2023-11-30,Active,,11000.0,17602.96,10137.51,0.2799,60,1983-03-25,FEMALE,ON,RENTER,72308,72300,4.0,3.0,9.0,52.0,2.0,0.0,63.0,7.5,0.25,44.125,725.0,0.43994996806472214
15300,2023-12-15,Active,,22700.0,37392.25,21294.02,0.2899,60,1986-06-20,FEMALE,BC,LIVE WITH FAMILY,122000,96000,3.33,5.0,2.0,2.0,2.0,1.0,7.0,0.8861,0.0295,52.5,637.75,0.5624487557442002
15341,2023-12-18,Active,,20000.0,32521.87,18602.67,0.2899,60,1972-02-15,FEMALE,ON,RENTER,62230,62300,,,,,,,,,,,667.625,0.9326756756756757
15353,2023-12-11,Active,,18150.0,30120.87,16938.81,0.2999,60,1987-09-07,MALE,ON,RENTER,80000,80000,3.17,4.0,8.0,52.0,3.0,2.0,65.0,8.0913,0.2697,40.55555555555556,643.375,0.7064300562484715
15360,2024-03-08,Active,,21900.0,35179.56,20685.58,0.2599,60,1993-05-12,MALE,ON,RENTER,54000,49000,3.5,4.0,5.0,37.0,8.0,3.0,53.0,10.3922,0.3464,54.8,641.6,0.5673
15439,2023-12-20,Active,,13000.0,21550.2,12175.06,0.2899,60,1983-05-14,FEMALE,ON,RENTER,60000,60000,3.33,3.0,7.0,58.0,2.0,0.0,67.0,8.6638,0.2888,28.875,667.375,0.8686985094850949
15477,2023-12-21,Active,,13500.0,21402.07,12618.04,0.2699,60,2000-01-17,MALE,ON,RENTER,70000,69001,4.33,4.0,8.0,39.0,6.0,5.0,58.0,7.5325,0.2511,43.666666666666664,656.125,0.27721956521739133
15515,2023-12-28,Active,,14000.0,23313.99,13051.74,0.2999,60,1987-09-21,MALE,ON,RENTER,70000,72000,5.0,1.0,0.0,7.0,0.0,0.0,7.0,0.9375,0.0313,,624.375,0.6853409090909091
15527,2023-12-22,Active,,6700.0,10736.42,6220.88,0.2799,60,1981-05-20,FEMALE,BC,RENTER,90963,93000,3.83,3.0,8.0,18.0,5.0,2.0,33.0,4.3043,0.1435,38.142857142857146,663.375,0.7547959234775641
15531,2023-12-28,Active,,19600.0,34150.14,18945.46,0.2999,55,1981-09-24,MALE,ON,RENTER,126125,117450,4.5,3.0,6.0,30.0,0.0,0.0,36.0,4.8214,0.1607,47.42857142857143,583.5,0.9736801675977653
15536,2023-12-22,Repaid,2024-01-27 16:49:29.573,13000.0,0.0,0.0,0.2999,60,1991-11-07,MALE,BC,RENTER,57000,55000,5.0,4.0,2.0,16.0,0.0,0.0,18.0,2.3478,0.0783,46.5,590.5,0.759056603773585
15565,2023-12-28,Past due,,6550.0,11555.34,6296.29,0.2999,60,1989-08-26,MALE,ON,RENTER,32570,32000,3.83,4.0,1.0,10.0,0.0,0.0,11.0,1.4732,0.0491,29.0,567.5,0.90125
15574,2024-01-03,Active,,19300.0,33060.63,18213.71,0.2999,60,1984-03-16,MALE,AB,RENTER,90000,90000,4.0,3.0,3.0,9.0,0.0,0.0,12.0,1.6514,0.055,60.333333333333336,634.6666666666666,0.4563100423472474
15583,2023-12-20,Active,,9800.0,16008.3,9203.48,0.2799,60,1993-01-25,MALE,AB,RENTER,56000,56000,4.5,5.0,8.0,60.0,0.0,0.0,68.0,8.7931,0.2931,76.77777777777777,654.0,0.7078163297839462
15592,2023-12-21,Active,,11260.0,19147.27,10548.47,0.2999,60,1994-08-22,MALE,ON,RENTER,53664,53700,4.5,3.0,6.0,55.0,1.0,0.0,62.0,8.0519,0.2684,57.666666666666664,535.75,0.7179807692307693
15641,2024-01-11,Active,,6500.0,10396.37,6104.0,0.2699,60,1967-09-08,MALE,NFLD,LIVE WITH FAMILY,35000,35000,4.67,3.0,7.0,53.0,13.0,3.0,76.0,10.8571,0.3619,59.42857142857143,691.0,0.17784934594816948
15734,2024-01-11,Active,,20000.0,33333.31,18576.07,0.2999,60,1988-09-09,FEMALE,ON,RENTER,82500,80500,3.5,4.0,7.0,51.0,1.0,3.0,62.0,8.8571,0.2952,46.25,672.8333333333334,0.7236083333333333
15744,2024-01-10,Active,,5640.0,9153.03,5257.79,0.2799,60,1991-03-18,FEMALE,NB,RENTER,55500,45000,3.5,4.0,7.0,53.0,2.0,3.0,65.0,9.2417,0.3081,50.0,673.3333333333334,0.82025
15806,2024-01-18,Active,,13000.0,21367.17,12274.59,0.2799,60,2001-11-09,FEMALE,NS,LIVE WITH FAMILY,33000,41900,4.17,3.0,7.0,53.0,0.0,0.0,60.0,8.867,0.2956,56.5,649.5,0.5370868686868687
15837,2024-01-18,Active,,7000.0,9974.58,5630.47,0.2899,60,1993-07-31,FEMALE,ON,RENTER,36678,36700,4.33,3.0,7.0,54.0,50.0,12.0,123.0,18.1773,0.6059,59.5,675.8333333333334,0.24480676328502415
15880,2024-01-16,Active,,20000.0,34199.05,18972.61,0.2999,60,1981-10-25,MALE,ON,RENTER,95500,92800,2.67,3.0,7.0,53.0,13.0,4.0,77.0,11.2683,0.3756,49.875,676.5,0.5153866987179487
15935,2024-03-18,Active,,12600.0,22227.78,12111.88,0.2999,60,1984-03-15,MALE,ON,LIVE WITH FAMILY,49000,49000,2.83,3.0,5.0,37.0,1.0,0.0,43.0,9.021,0.3007,42.8,643.0,0.7954871794871795
15951,2024-02-12,Active,,12900.0,21134.18,12254.12,0.2699,60,1982-08-03,FEMALE,AB,RENTER,90200,90200,3.5,4.0,6.0,44.0,0.0,0.0,50.0,8.427,0.2809,47.833333333333336,620.3333333333334,0.8104376185343928
15955,2024-01-23,Active,,10670.0,18435.33,10181.25,0.2999,60,1999-12-28,MALE,ON,LIVE WITH FAMILY,63000,63000,3.17,3.0,7.0,49.0,25.0,9.0,90.0,13.6364,0.4545,37.125,569.3333333333334,1.1956528301886793
15975,2024-01-19,Repaid,2024-07-11 08:52:49.263,5000.0,0.0,0.0,0.2599,36,1993-07-31,MALE,BC,RENTER,45000,45800,3.67,5.0,6.0,55.0,20.0,4.0,85.0,12.6238,0.4208,75.85714285714286,637.5,0.545694890077243
15989,2024-01-19,Active,,16500.0,28167.92,15626.9,0.2999,60,1994-10-16,MALE,ON,RENTER,45760,45000,4.17,3.0,7.0,45.0,0.0,1.0,53.0,7.8713,0.2624,48.0,559.1666666666666,0.6195
15992,2024-01-25,Active,,16500.0,26359.8,15625.45,0.2599,60,1988-01-02,FEMALE,SK,LIVE WITH FAMILY,72431,62200,4.5,5.0,7.0,46.0,8.0,9.0,70.0,10.7143,0.3571,47.285714285714285,642.5,0.5680713489409142
15998,2024-02-02,Active,,12100.0,19594.67,11408.94,0.2699,60,1990-06-05,MALE,ON,RENTER,131000,110900,,,,,,,,,,,571.0,0.7756911764705883
16138,2024-02-12,Active,,10500.0,17036.31,9878.35,0.2699,60,1992-12-21,FEMALE,AB,RENTER,50000,45000,4.0,2.0,6.0,44.0,4.0,2.0,56.0,9.4382,0.3146,51.833333333333336,696.3333333333334,0.29761229314420806
16248,2024-02-27,Active,,11700.0,18671.9,11182.28,0.2499,60,1982-06-18,MALE,ON,RENTER,85085,86400,3.17,4.0,6.0,44.0,0.0,0.0,50.0,9.2025,0.3067,57.142857142857146,649.8333333333334,0.7299589743589744
16277,2024-02-27,Active,,10800.0,17235.92,10322.12,0.2499,60,1991-04-12,MALE,ON,RENTER,115000,110000,4.5,4.0,5.0,31.0,0.0,0.0,36.0,6.6258,0.2209,49.333333333333336,633.6666666666666,0.5128168765634059
16350,2024-03-04,Active,,25000.0,39735.66,23796.52,0.2499,60,1980-08-28,FEMALE,AB,HOME OWNER,37000,43000,4.17,5.0,5.0,29.0,0.0,0.0,34.0,6.4968,0.2166,43.4,719.25,0.9628483702355138
16377,2024-02-29,Active,,20000.0,31658.89,18959.39,0.2499,60,1985-02-25,FEMALE,AB,RENTER,80500,80500,3.67,3.0,6.0,44.0,1.0,3.0,54.0,10.0621,0.3354,48.333333333333336,651.5,0.48360748431359973
16436,2024-03-07,Active,,15600.0,26217.12,14868.01,0.2799,60,1998-10-28,MALE,BC,LIVE WITH FAMILY,229000,229000,3.33,4.0,0.0,1.0,0.0,0.0,1.0,0.1948,0.0065,,668.8,0.48657223404255323
16499,2024-03-08,Active,,8200.0,9435.06,6801.07,0.2699,36,1990-01-23,FEMALE,BC,RENTER,52000,52000,3.17,3.0,3.0,4.0,0.0,0.0,7.0,1.3725,0.0458,70.75,667.4,0.6099538461538462
16562,2024-03-15,Active,,8000.0,10399.47,7298.51,0.2899,36,1997-11-12,FEMALE,ON,RENTER,56000,55000,3.0,2.0,5.0,37.0,14.0,5.0,61.0,12.5342,0.4178,30.833333333333332,630.6,0.7286967741935484
16613,2024-03-22,Active,,20000.0,35669.4,19348.93,0.2999,60,1978-03-27,MALE,ON,RENTER,96253,96300,4.0,2.0,5.0,11.0,0.0,0.0,16.0,3.4532,0.1151,49.75,637.2,0.7117545083253001
16644,2024-03-25,Active,,7850.0,13323.18,7523.62,0.2799,60,1999-09-07,MALE,AB,RENTER,45000,43000,,,,,,,,,,,625.0,0.5643241117216118
16669,2024-03-28,Active,,20000.0,35003.6,19330.33,0.2899,60,1985-04-17,MALE,AB,RENTER,115000,115000,,,,,,,,,,,609.4,0.9237879518072288
16678,2024-04-29,Active,,10900.0,17916.82,10564.13,0.2499,60,1968-06-27,FEMALE,ON,RENTER,117000,117000,,,,,,,,,,,677.0,0.28878306878306875
16871,2024-04-16,Active,,5300.0,7405.6,5003.24,0.2999,36,1991-02-23,FEMALE,BC,RENTER,90000,85000,4.5,3.0,3.0,30.0,0.0,0.0,33.0,8.6842,0.2895,42.0,570.25,0.41269597457627116
16892,2024-04-18,Active,,8000.0,10718.55,7449.68,0.2899,36,2000-05-14,MALE,BC,RENTER,75000,55000,3.83,3.0,4.0,30.0,10.0,4.0,48.0,12.8571,0.4286,44.2,715.25,0.286025
16933,2024-04-29,Active,,15800.0,27001.05,15335.48,0.2699,60,1991-08-17,MALE,ON,RENTER,62400,62400,,,,,,,,,,,644.75,0.5809523809523809
16937,2024-04-29,Active,,20000.0,35998.82,19622.63,0.2899,60,1979-12-14,MALE,ON,LIVE WITH FAMILY,54000,48000,3.17,2.0,4.0,31.0,16.0,2.0,53.0,15.7426,0.5248,53.6,688.5,0.4491121323529412
16961,2024-04-29,Active,,11850.0,21428.57,11603.04,0.2899,60,1997-11-13,MALE,ON,RENTER,110000,65000,5.0,2.0,3.0,1.0,0.0,0.0,4.0,1.2,0.04,43.25,610.25,0.9019348659003832
17016,2024-04-29,Active,,13300.0,21845.27,12880.43,0.2499,60,1986-08-20,FEMALE,AB,LIVE WITH FAMILY,103000,95000,4.67,1.0,4.0,16.0,2.0,2.0,24.0,7.1287,0.2376,28.0,721.0,0.830665458937198
17026,2024-04-30,Active,,19200.0,34530.74,18822.89,0.2899,60,1981-09-27,MALE,ON,RENTER,87765,87800,1.83,3.0,4.0,24.0,24.0,12.0,64.0,19.2,0.64,50.25,651.5,0.6412399817850638
17048,2024-05-10,Active,,21000.0,35310.1,20659.01,0.2499,60,1989-08-11,FEMALE,BC,RENTER,111840,111000,4.17,4.0,2.0,15.0,0.0,0.0,17.0,5.6667,0.1889,50.0,439.0,2.4378
17128,2024-05-08,Active,,17000.0,29904.69,16495.4,0.2799,60,1976-01-25,FEMALE,BC,RENTER,105000,105000,4.17,5.0,3.0,23.0,3.0,1.0,30.0,9.7826,0.3261,52.0,635.3333333333334,0.9513943600488912
17193,2024-05-10,Active,,20500.0,36088.18,20036.91,0.2799,60,1995-04-23,MALE,ON,RENTER,52000,52000,3.83,4.0,0.0,1.0,0.0,0.0,1.0,0.3333,0.0111,55.0,617.3333333333334,0.3988888888888889
17343,2024-05-27,Active,,15550.0,27556.32,15351.46,0.2699,60,1998-05-15,MALE,AB,LIVE WITH FAMILY,52000,52000,4.5,4.0,2.0,22.0,0.0,1.0,25.0,10.274,0.3425,44.666666666666664,709.3333333333334,0.45858663558663554
17370,2024-05-28,Written off,2024-07-24 14:48:02.447,19980.0,35727.91,19872.06,0.2699,60,1999-01-26,FEMALE,AB,HOME OWNER,48000,48000,5.0,2.0,0.0,1.0,0.0,0.0,1.0,0.4286,0.0143,29.0,617.0,0.5838383838383838
17388,2024-05-29,Active,,15900.0,29819.18,15700.7,0.2999,60,1977-07-17,FEMALE,MB,RENTER,120000,92100,3.33,4.0,3.0,10.0,0.0,0.0,13.0,5.5714,0.1857,62.5,585.5,0.9397489648033126
17525,2024-06-07,Active,,4745.0,6438.92,4554.99,0.2599,36,1993-05-25,MALE,BC,RENTER,80000,74800,,,,,,,,,,,680.5,0.9946153846153847
17684,2024-07-02,Active,,20000.0,37860.24,19909.6,0.2999,60,1995-05-04,FEMALE,ON,RENTER,42848,42800,4.33,2.0,1.0,8.0,0.0,0.0,9.0,7.2973,0.2432,,,
17705,2024-06-28,Active,,10400.0,17684.23,10266.96,0.2499,60,1980-01-04,FEMALE,ON,RENTER,52000,52000,3.67,2.0,1.0,0.0,0.0,0.0,1.0,0.7317,0.0244,,732.0,0.3485664335664336
17737,2024-06-28,Active,,14400.0,27475.16,14329.94,0.2999,60,1997-05-14,FEMALE,AB,RENTER,46000,44880,3.5,3.0,0.0,1.0,0.0,0.0,1.0,0.7317,0.0244,,613.0,0.9556
17745,2024-06-28,Active,,9681.5,18189.53,9461.15,0.2999,60,2000-03-26,FEMALE,BC,RENTER,62000,62100,,,,,,,,,,,602.0,0.8905
17776,2024-07-09,Past due,,5013.0,9348.49,4979.42,0.2899,60,1986-08-18,MALE,NS,LIVE WITH FAMILY,39900,35000,,,,,,,,,,,635.0,0.97
17797,2024-07-11,Active,,25000.0,45848.5,24927.32,0.2799,60,1998-05-28,MALE,NFLD,HOME OWNER,120000,120000,,,,,,,,,,,646.0,0.7077358490566038
17926,2024-07-15,Active,,20000.0,36891.99,19680.82,0.2899,60,2001-12-13,MALE,ON,LIVE WITH FAMILY,70000,70000,5.0,1.0,1.0,8.0,0.0,0.0,9.0,11.25,0.375,,624.0,0.338109756097561
18048,2024-07-22,Active,,11000.0,20377.99,11000.0,0.2799,60,1975-10-15,FEMALE,ON,RENTER,72000,72000,3.17,4.0,1.0,8.0,2.0,2.0,13.0,22.9412,0.7647,,645.0,1.0026363636363635
18063,2024-07-29,Active,,8800.0,16922.25,8800.0,0.2999,60,1994-08-02,MALE,BC,RENTER,62000,62000,3.83,3.0,1.0,1.0,0.0,0.0,2.0,6.0,0.2,,598.0,0.494869109947644
